,relationships,funding_rounds,funding_total_usd,log_funding_total_usd,milestones,log_milestones,avg_participants,log_avg_participants,age_funding_span,age_milestone_span,funding_duration_days,lifetime_days,relationships_per_round,milestones_per_year,funding_per_participant,is_top500,labels,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD
107,2.0,1,1000000,13.815511557963774,2,1.0986122886681096,1.0,0.6931471805599453,0.0,1.0356,0,1886.0,1.0,0.982511298879937,500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108,5.0,1,600000,13.304686600863562,3,1.3862943611198906,7.0,2.0794415416798357,0.0,5.3945,0,1886.0,2.5,0.46915317851278443,75000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109,0.0,2,57725000,18.643824303266577,2,1.0986122886681096,2.0,1.0986122886681096,0.30410000000000004,0.3972000000000002,111,1886.0,0.0,1.4314342971657599,15509048.343547765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
110,11.0,2,2750000,14.827111833279051,3,1.3862943611198906,4.0,1.6094379124341003,2.1069000000000004,3.4739999999999998,769,1886.0,3.6666666666666665,0.6705409029950826,550000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
111,1.0,2,30000000,17.216707972959764,0,0.0,2.5,1.252762968495368,1.8164000000000002,0.0,663,1886.0,0.3333333333333333,0.0,8571428.57142857,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
112,0.0,1,7000000,15.76142084987672,0,0.0,1.0,0.6931471805599453,0.0,0.0,0,1886.0,0.0,0.0,3500000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113,10.0,1,6100000,15.623799493077952,2,1.0986122886681096,4.0,1.6094379124341003,0.0,2.5342,0,1886.0,5.0,0.5658989304510215,1220000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
114,12.0,3,2100000,14.557448378884015,2,1.0986122886681096,4.0,1.6094379124341003,1.3890000000000002,0.7233,507,1886.0,3.0,1.1605640341205825,420000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
115,10.0,2,2565000,14.757469426450479,3,1.3862943611198906,3.5,1.5040773967762742,0.35619999999999996,2.5151000000000003,130,1886.0,3.3333333333333335,0.8534607834769992,570000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
116,0.0,1,2000000,14.508658238524095,0,0.0,1.0,0.6931471805599453,0.0,0.0,0,1886.0,0.0,0.0,1000000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,3.0,3,22400000,16.924571561468124,1,0.6931471805599453,3.6667,1.5404521837787817,3.1233000000000004,0.0,1140,1886.0,0.75,1.0,4799965.71453061,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
118,12.0,1,6250000,15.648092181712572,1,0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,0,1886.0,6.0,1.0,3125000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
119,4.0,1,575000,13.26212705890841,2,1.0986122886681096,6.0,1.9459101490553132,0.0,1.1096,0,1886.0,2.0,0.9480470231323475,82142.85714285714,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,1.0,2,53000,11.509855721179598,1,0.6931471805599453,1.0,0.6931471805599453,0.5808,0.0,212,1886.0,0.3333333333333333,1.0,26500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
121,6.0,2,9500000,16.066802461833923,2,1.0986122886681096,2.5,1.252762968495368,1.8602,0.6438999999999999,679,1886.0,2.0,1.2166190157552164,2714285.714285714,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
122,7.0,2,3500000,15.068273812173887,2,1.0986122886681096,1.0,0.6931471805599453,1.5671,2.0027999999999997,572,1886.0,2.3333333333333335,0.666045024643666,1750000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
123,14.0,3,10500000,16.166885910365842,3,1.3862943611198906,6.3333,1.9924256192253302,0.7233,4.339700000000001,264,1886.0,3.5,0.561829316253722,1431824.6901122278,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
124,14.0,4,34250000,17.34919715186959,2,1.0986122886681096,2.25,1.1786549963416462,3.6575000000000006,1.2191,1335,1886.0,2.8,0.9012662791221666,10538461.538461538,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
125,2.0,5,57725000,18.262635463336707,0,0.0,4.6667,1.7346069377237465,3.8712,0.0,1413,1886.0,0.3333333333333333,0.0,15067166.251963224,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
126,6.0,3,57725000,18.420680753952364,3,1.3862943611198906,2.5,1.252762968495368,1.7534,3.2493,640,1886.0,1.5,0.7059986350693056,15509048.343547765,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
127,3.0,2,125000,11.736077016252437,2,1.0986122886681096,1.0,0.6931471805599453,2.4987,0.915,912,1886.0,1.0,1.0443864229765012,62500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
128,2.0,2,10600000,16.176364653421913,1,0.6931471805599453,3.0,1.3862943611198906,1.9177999999999997,0.0,700,1886.0,0.6666666666666666,1.0,2650000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
129,2.0,3,26100000,17.077445910607096,1,0.6931471805599453,3.5,1.5040773967762742,3.0191999999999997,0.0,1102,1886.0,0.5,1.0,5800000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
130,2.0,1,30000000,17.216707972959764,1,0.6931471805599453,5.0,1.791759469228055,0.0,0.0,0,1886.0,1.0,1.0,5000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
131,6.0,3,132885,11.797246896789762,2,1.0986122886681096,1.0,0.6931471805599453,0.7123999999999999,0.08220000000000005,260,1886.0,1.5,1.7001493054629804,66442.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
132,9.0,3,9500000,16.066802461833923,2,1.0986122886681096,2.0,1.0986122886681096,3.6247000000000003,5.224600000000001,1323,1886.0,2.25,0.32130578671721877,3166666.6666666665,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
133,9.0,1,18000000,16.705882371415992,1,0.6931471805599453,7.0,2.0794415416798357,0.0,0.0,0,1886.0,4.5,1.0,2250000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
134,4.0,1,690000,13.444448325847754,1,0.6931471805599453,3.0,1.3862943611198906,0.0,0.0,0,1886.0,2.0,1.0,172500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135,1.0,3,25131611,17.039637053901,0,0.0,1.0,0.6931471805599453,0.8411,0.0,307,1886.0,0.25,0.0,12565805.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
136,1.0,1,2000000,14.508658238524095,0,0.0,1.0,0.6931471805599453,0.0,0.0,0,1886.0,0.5,0.0,1000000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
137,4.0,3,57725000,18.18178884836843,2,1.0986122886681096,3.5,1.5040773967762742,5.063000000000001,2.0822000000000003,1848,1886.0,1.0,0.6488871585231327,15509048.343547765,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
138,20.5,5,48500000,17.697074376526267,3,1.3862943611198906,2.5,1.252762968495368,4.1533999999999995,3.4767,1516,1886.0,4.5,0.6701364844640025,13857142.857142856,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
139,12.0,1,15000000,16.52356082573315,2,1.0986122886681096,3.0,1.3862943611198906,0.0,2.841100000000001,0,1886.0,6.0,0.5206841790112207,3750000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
140,13.0,5,57725000,18.119575664681957,0,0.0,5.3333,1.8458214273265856,4.3781,0.0,1598,1886.0,2.1666666666666665,0.0,11684272.022484329,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
141,6.0,2,15000000,16.52356082573315,1,0.6931471805599453,3.0,1.3862943611198906,1.5836000000000001,0.0,578,1886.0,2.0,1.0,3750000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142,8.0,3,45000000,17.622173069956816,3,1.3862943611198906,1.0,0.6931471805599453,1.9151000000000002,2.2165,699,1886.0,2.0,0.9326908129954921,15509048.343547765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
143,4.0,1,4410000,15.299385474180372,1,0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,0,1886.0,2.0,1.0,2205000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
144,9.0,2,4500000,15.319588176962746,2,1.0986122886681096,2.0,1.0986122886681096,0.8959,0.6766999999999999,327,1886.0,3.0,1.1928192282459593,1500000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
145,11.0,3,11040000,16.21703568939293,2,1.0986122886681096,2.5,1.252762968495368,2.1151,1.0164,772,1886.0,2.75,0.9918666931164452,3154285.714285714,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
146,6.0,1,1600000,14.285514812209815,2,1.0986122886681096,3.0,1.3862943611198906,0.0,1.6191000000000002,0,1886.0,3.0,0.7636210912145392,400000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
147,3.0,2,9000000,16.012735246411598,1,0.6931471805599453,4.0,1.6094379124341003,0.45760000000000023,0.0,167,1886.0,1.0,1.0,1800000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
148,4.0,3,3282327,15.004063484700145,2,1.0986122886681096,2.0,1.0986122886681096,1.3452000000000002,3.6767,491,1886.0,1.0,0.4276519768212628,1094109.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
149,5.0,2,24700000,17.022313842084035,5,1.791759469228055,4.0,1.6094379124341003,0.0,5.465625000000001,0,1886.0,1.6666666666666667,0.7344085073881496,4940000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
150,2.0,2,8800000,15.990262393084793,0,0.0,1.0,0.6931471805599453,1.1890999999999998,0.0,434,1886.0,0.6666666666666666,0.0,4400000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
151,1.0,1,1700000,14.346139397261565,1,0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,0,1886.0,0.5,1.0,850000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
152,1.0,1,20000,11.509855721179598,2,1.0986122886681096,1.0,0.6931471805599453,0.0,0.7781,0,1886.0,0.5,1.1247961307013103,10000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
153,10.0,2,11500000,16.257857680289998,5,1.791759469228055,2.5,1.252762968495368,1.8163999999999998,3.3507000000000007,663,1886.0,3.3333333333333335,1.1492403521272436,3285714.285714286,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
154,12.0,6,57725000,18.402211237855116,3,1.3862943611198906,5.2,1.8245492920510458,6.986375,5.465625000000001,2550,1886.0,1.5,0.37889312687867843,15509048.343547765,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
155,2.0,1,1350000,14.115615891155079,3,1.3862943611198906,7.25,2.3978952727983707,0.0,1.9369999999999998,0,1886.0,1.0,1.021450459652707,122727.27272727272,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
156,17.0,1,940261,13.75391383881429,2,1.0986122886681096,1.0,0.6931471805599453,0.0,3.8740000000000006,0,1886.0,6.0,0.4103405826836274,470130.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
157,12.0,2,4000000,15.201805169084134,3,1.3862943611198906,3.0,1.3862943611198906,2.0054,0.005399999999999849,732,1886.0,4.0,1.7001493054629804,1000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
158,5.0,1,5000000,15.424948670398354,1,0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,0,1886.0,2.5,1.0,2500000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
159,3.0,1,20000,11.509855721179598,1,0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,0,1886.0,1.5,1.0,10000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
160,5.0,1,12500000,16.341239282272525,1,0.6931471805599453,3.0,1.3862943611198906,0.0,0.0,0,1886.0,2.5,1.0,3125000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
161,0.0,5,7228704,15.793570463292529,2,1.0986122886681096,2.0,1.0986122886681096,3.3151,0.01639999999999997,1210,1886.0,0.0,1.7001493054629804,2409568.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
162,5.0,2,55000000,17.822843761378564,1,0.6931471805599453,4.0,1.6094379124341003,1.5725999999999996,0.0,574,1886.0,1.6666666666666667,1.0,11000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
163,5.0,4,15180000,16.535489395807907,0,0.0,1.0,0.6931471805599453,4.550699999999999,0.0,1661,1886.0,1.0,0.0,7590000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
164,4.0,2,30000000,17.216707972959764,2,1.0986122886681096,2.5,1.252762968495368,1.0821999999999998,1.6465,395,1886.0,1.3333333333333333,0.7557150954090308,8571428.57142857,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
165,11.0,2,14500000,16.489659276356317,3,1.3862943611198906,1.5,0.9162907318741551,0.1452,1.4219999999999997,53,1886.0,3.6666666666666665,1.2386457473162678,5800000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
166,6.0,1,6500000,15.687312888712007,3,1.3862943611198906,3.0,1.3862943611198906,0.0,1.7862999999999998,0,1886.0,3.0,1.0766966945411478,1625000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
167,2.0,1,15000,11.509855721179598,1,0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,0,1886.0,1.0,1.0,7500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
168,5.0,5,4705910,15.364329936063411,3,1.3862943611198906,3.0,1.3862943611198906,2.8767,2.5151,1050,1886.0,0.8333333333333334,0.8534607834769993,1176477.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
169,6.0,1,3000000,14.914123179965662,2,1.0986122886681096,1.0,0.6931471805599453,0.0,1.6466000000000003,0,1886.0,3.0,0.7556865412227007,1500000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
170,20.5,6,57725000,18.64582230591328,5,1.791759469228055,3.5,1.5040773967762742,4.1726,3.7973,1523,1886.0,4.285714285714286,1.042252933942009,15509048.343547765,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
171,8.0,4,1449998,14.187073424741348,3,1.3862943611198906,1.0,0.6931471805599453,3.6712,1.3041,1340,1886.0,1.6,1.3020268217525282,724999.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
172,5.0,2,6000000,15.607270193858982,3,1.3862943611198906,6.0,1.9459101490553132,0.4931000000000001,1.9617,180,1886.0,1.6666666666666667,1.0129317621636222,857142.8571428572,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
173,7.0,3,28200000,17.154832571369333,0,0.0,3.0,1.3862943611198906,4.1698,0.0,1522,1886.0,1.75,0.0,7050000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
174,5.0,2,14000000,16.454567959008102,1,0.6931471805599453,2.0,1.0986122886681096,1.7316000000000003,0.0,632,1886.0,1.6666666666666667,1.0,4666666.666666667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
175,14.0,1,3000000,14.914123179965662,2,1.0986122886681096,1.0,0.6931471805599453,0.0,0.2820999999999998,0,1886.0,6.0,1.5599407222525548,1500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
176,6.0,2,2238055,14.62111818988233,1,0.6931471805599453,1.0,0.6931471805599453,0.24930000000000008,0.0,91,1886.0,2.0,1.0,1119027.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
177,5.0,2,5200000,15.46416937585933,2,1.0986122886681096,1.0,0.6931471805599453,1.5726,0.3314999999999999,574,1886.0,1.6666666666666667,1.5020653398422832,2600000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
178,4.0,1,57725000,18.132998684833918,4,1.6094379124341003,1.0,0.6931471805599453,0.0,2.6302,0,1886.0,2.0,1.1018676656933504,15509048.343547765,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
179,13.0,4,24500000,17.01418371633128,4,1.6094379124341003,2.5,1.252762968495368,3.5589,1.5149999999999997,1299,1886.0,2.6,1.5904572564612327,7000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
180,3.0,3,4476171,15.314278774842762,0,0.0,2.0,1.0986122886681096,3.1946000000000003,0.0,1166,1886.0,0.75,0.0,1492057.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
181,20.5,3,10400001,16.157316556419275,3,1.3862943611198906,6.0,1.9459101490553132,1.9205,3.0657,701,1886.0,5.25,0.7378803158127752,1485714.4285714286,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
182,8.0,3,57725000,18.04088339721266,1,0.6931471805599453,6.5,2.0149030205422647,2.9505999999999997,0.0,1077,1886.0,2.0,1.0,9120000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
183,13.0,2,15200000,16.536806051605975,0,0.0,2.0,1.0986122886681096,1.7041000000000004,0.0,622,1886.0,4.333333333333333,0.0,5066666.666666667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
184,2.0,2,890000,13.698977865303197,0,0.0,3.0,1.3862943611198906,0.9671000000000001,0.0,353,1886.0,0.6666666666666666,0.0,222500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
185,0.0,1,2600000,14.77102238760702,0,0.0,1.0,0.6931471805599453,0.0,0.0,0,1886.0,0.0,0.0,1300000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
186,7.0,1,1226270,14.019488415097335,2,1.0986122886681096,1.0,0.6931471805599453,0.0,0.25760000000000005,0,1886.0,3.5,1.5903307888040712,613135.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
187,5.0,2,9000000,16.012735246411598,1,0.6931471805599453,1.0,0.6931471805599453,1.550699999999999,0.0,566,1886.0,1.6666666666666667,1.0,4500000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
188,4.0,4,7210210,15.791008773742771,1,0.6931471805599453,1.0,0.6931471805599453,3.4767,0.0,1269,1886.0,0.8,1.0,3605105.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
189,15.0,2,15700000,16.5691713340128,1,0.6931471805599453,3.0,1.3862943611198906,0.40280000000000005,0.0,147,1886.0,5.0,1.0,3925000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
190,4.0,2,15050000,16.52688861560434,1,0.6931471805599453,2.5,1.252762968495368,0.6302000000000003,0.0,230,1886.0,1.3333333333333333,1.0,4300000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
191,5.0,2,3500000,15.068273812173887,2,1.0986122886681096,3.0,1.3862943611198906,2.0028,2.9479000000000006,731,1886.0,1.6666666666666667,0.5065984447427746,875000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
192,2.0,2,43000000,17.57671069691365,1,0.6931471805599453,1.0,0.6931471805599453,0.8739999999999997,0.0,319,1886.0,0.6666666666666666,1.0,15509048.343547765,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,7.0,2,57000000,17.858561843342684,2,1.0986122886681096,3.5,1.5040773967762742,1.8768000000000002,2.2739,685,1886.0,2.3333333333333335,0.6108922080698861,12666666.666666666,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
194,8.0,1,1300000,14.077875591662238,4,1.6094379124341003,4.0,1.6094379124341003,0.0,3.3808000000000002,0,1886.0,4.0,0.9130752373995615,260000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
195,15.0,4,57725000,18.060427993002666,4,1.6094379124341003,5.0,1.791759469228055,2.9261,5.465625000000001,1068,1886.0,3.0,0.6015670822492593,11625000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
196,16.0,2,14500000,16.489659276356317,2,1.0986122886681096,2.0,1.0986122886681096,2.0027,0.7698,731,1886.0,5.333333333333333,1.1300711944852526,4833333.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
197,2.0,2,48000000,17.6867115897055,0,0.0,6.0,1.9459101490553132,1.4986999999999995,0.0,547,1886.0,0.6666666666666666,0.0,6857142.857142857,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
198,3.0,2,3508462,15.070688607801571,0,0.0,3.0,1.3862943611198906,1.9397000000000002,0.0,708,1886.0,1.0,0.0,877115.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
199,10.0,3,19500000,16.785925074816024,1,0.6931471805599453,3.3333,1.4663293764561487,2.1288000000000005,0.0,777,1886.0,2.5,1.0,4500034.61565089,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
200,5.0,1,3750000,15.137266664613225,3,1.3862943611198906,7.25,2.302585092994046,0.0,0.5753999999999999,0,1886.0,2.5,1.7001493054629804,375000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1.0,1,45000000,17.622173069956816,0,0.0,2.0,1.0986122886681096,0.0,0.0,0,1886.0,0.5,0.0,15000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,8.0,4,32500000,17.296750678069195,3,1.3862943611198906,2.75,1.3217558399823195,4.7452000000000005,3.4301000000000004,1732,1886.0,1.6,0.6771856165775039,8666666.666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
203,4.0,2,4900000,15.404745967162468,5,1.791759469228055,1.5,0.9162907318741551,6.5013000000000005,5.465625000000001,2373,1886.0,1.3333333333333333,0.5629236000090068,1960000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
204,4.0,2,12000000,16.300417291085605,3,1.3862943611198906,2.0,1.0986122886681096,0.9124000000000003,0.9808000000000003,333,1886.0,1.3333333333333333,1.5145395799676895,4000000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
205,12.0,3,7175000,15.786113458982772,6,1.9459101490553132,2.6667,1.2992920749980297,2.1725999999999996,2.3971999999999998,793,1886.0,3.0,1.7001493054629804,1956800.3927237024,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
206,3.0,2,4700000,15.363073279446223,4,1.6094379124341003,1.5,0.9162907318741551,0.3287,5.3014,120,1886.0,1.0,0.6347795727933475,1880000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
207,3.0,1,120000,11.695255355062795,0,0.0,2.0,1.0986122886681096,0.0,0.0,0,1886.0,1.5,0.0,40000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
208,10.0,3,10000000,16.118095750958314,2,1.0986122886681096,1.6667,0.980841752933602,3.537,1.2274000000000003,1291,1886.0,2.5,0.8979078746520606,3749953.12558593,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
209,0.0,4,39000000,17.479072229734946,0,0.0,3.0,1.3862943611198906,5.358899999999999,0.0,1956,1886.0,0.0,0.0,9750000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
210,3.0,2,16100000,16.59432989206649,0,0.0,2.5,1.252762968495368,1.7890000000000001,0.0,653,1886.0,1.0,0.0,4600000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
211,4.0,2,3300000,15.009433329466965,3,1.3862943611198906,2.0,1.0986122886681096,0.8383000000000003,2.8246999999999995,306,1886.0,1.3333333333333333,0.7843752451172642,1100000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
212,6.0,1,750000,13.527829818844937,3,1.3862943611198906,7.25,2.302585092994046,0.0,0.5287999999999999,0,1886.0,3.0,1.7001493054629804,75000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
213,0.0,2,1000000,13.815511557963774,0,0.0,2.0,1.0986122886681096,0.0,0.0,0,1886.0,0.0,0.0,333333.3333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
214,3.0,1,7410000,15.818341132225028,0,0.0,3.0,1.3862943611198906,0.0,0.0,0,1886.0,1.5,0.0,1852500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
